sheet_name,row_num,col_num,cell_ref,value_text,formula_text
Tính_giá_vốn_món_chính,41,12,L41,tờ,
Tính_giá_vốn_món_chính,41,13,M41,6.0,
Tính_giá_vốn_món_chính,41,14,N41,1020,=M41*E6
Tính_giá_vốn_món_chính,42,1,A42,Túi hút ,
Tính_giá_vốn_món_chính,42,2,B42,Cái,
Tính_giá_vốn_món_chính,42,3,C42,10.0,
Tính_giá_vốn_món_chính,42,4,D42,6500,=C42*E3
Tính_giá_vốn_món_chính,42,11,K42,Bao tay,
Tính_giá_vốn_món_chính,42,12,L42,Cái,
Tính_giá_vốn_món_chính,42,13,M42,2.0,
Tính_giá_vốn_món_chính,42,14,N42,1840,=M42*E5
Tính_giá_vốn_món_chính,43,1,A43,Dầu,
Tính_giá_vốn_món_chính,43,2,B43,G,
Tính_giá_vốn_món_chính,43,3,C43,20.0,
Tính_giá_vốn_món_chính,43,4,D43,1700,=C43*E4
Tính_giá_vốn_món_chính,43,11,K43,Túi hút ,
Tính_giá_vốn_món_chính,43,12,L43,Cái,
Tính_giá_vốn_món_chính,43,13,M43,10.0,
Tính_giá_vốn_món_chính,43,14,N43,6500,=M43*E3
Tính_giá_vốn_món_chính,44,1,A44,Phát sinh phụ,
Tính_giá_vốn_món_chính,44,2,B44,KG,
Tính_giá_vốn_món_chính,44,3,C44,1000.0,
Tính_giá_vốn_món_chính,44,4,D44,50000,=C44*E19
Tính_giá_vốn_món_chính,44,11,K44,Dầu,
Tính_giá_vốn_món_chính,44,12,L44,G,
Tính_giá_vốn_món_chính,44,13,M44,20.0,
Tính_giá_vốn_món_chính,44,14,N44,1700,=M44*E4
Tính_giá_vốn_món_chính,45,1,A45,Tem nhãn,
Tính_giá_vốn_món_chính,45,2,B45,Cái,
Tính_giá_vốn_món_chính,45,3,C45,10.0,
Tính_giá_vốn_món_chính,45,4,D45,7300,=C45*E20
Tính_giá_vốn_món_chính,45,11,K45,Phát sinh phụ,
Tính_giá_vốn_món_chính,45,12,L45,KG,
Tính_giá_vốn_món_chính,45,13,M45,1000.0,
Tính_giá_vốn_món_chính,45,14,N45,50000,=M45*E19
Tính_giá_vốn_món_chính,46,1,A46,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,46,2,B46,Gói,
Tính_giá_vốn_món_chính,46,3,C46,1.0,
Tính_giá_vốn_món_chính,46,4,D46,1800,=C46*E21
Tính_giá_vốn_món_chính,46,11,K46,Tem nhãn,
Tính_giá_vốn_món_chính,46,12,L46,Cái,
Tính_giá_vốn_món_chính,46,13,M46,10.0,
Tính_giá_vốn_món_chính,46,14,N46,7300,=M46*E20
Tính_giá_vốn_món_chính,47,1,A47,Tổng cộng,
Tính_giá_vốn_món_chính,47,4,D47,368704.0867,=SUM(D37:D46)
Tính_giá_vốn_món_chính,47,5,E47,36870.40867,=D47/10
Tính_giá_vốn_món_chính,47,6,F47,47931.53126,=E47*1.3
Tính_giá_vốn_món_chính,47,7,G47,50088.45017,=F47*1.045
Tính_giá_vốn_món_chính,47,8,H47,62310.99064,=F47*1.3
Tính_giá_vốn_món_chính,47,9,I47,65114.98522,=H47*1.045
Tính_giá_vốn_món_chính,47,11,K47,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,47,12,L47,Gói,
Tính_giá_vốn_món_chính,47,13,M47,1.0,
Tính_giá_vốn_món_chính,47,14,N47,1800,=M47*E21
Tính_giá_vốn_món_chính,48,1,A48,Thăn bò Cajuṇ 1KG/10bich 100g,
Tính_giá_vốn_món_chính,48,2,B48,Đơn vị tính,
Tính_giá_vốn_món_chính,48,3,C48,Số lượng,
Tính_giá_vốn_món_chính,48,4,D48,Giá cost,
Tính_giá_vốn_món_chính,48,5,E48,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,48,6,F48,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,48,7,G48,Thuế,
Tính_giá_vốn_món_chính,48,8,H48,Giá bán lãi 30%,
Tính_giá_vốn_món_chính,48,9,I48,Thuế,
Tính_giá_vốn_món_chính,48,14,N48,145409.9379,=SUM(N38:N47)
Tính_giá_vốn_món_chính,48,15,O48,14540.99379,=N48/10
Tính_giá_vốn_món_chính,48,16,P48,18903.29193,=O48*1.3
Tính_giá_vốn_món_chính,48,17,Q48,19753.94006,=P48*1.045
Tính_giá_vốn_món_chính,48,18,R48,24574.2795,=P48*1.3
Tính_giá_vốn_món_chính,48,19,S48,25680.12208,=R48*1.045
Tính_giá_vốn_món_chính,49,1,A49,Thăn bò,
Tính_giá_vốn_món_chính,49,2,B49,G,
Tính_giá_vốn_món_chính,49,3,C49,1000.0,
Tính_giá_vốn_món_chính,49,4,D49,290000,=C49*E14
Tính_giá_vốn_món_chính,49,11,K49,Gà cà ri 1KG/10bich 100g,
Tính_giá_vốn_món_chính,49,12,L49,Đơn vị tính,
Tính_giá_vốn_món_chính,49,13,M49,Số lượng,
Tính_giá_vốn_món_chính,49,14,N49,Giá cost,
Tính_giá_vốn_món_chính,49,15,O49,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,49,16,P49,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,49,17,Q49,Thuế,
Tính_giá_vốn_món_chính,49,18,R49,Giá bán lãi 40%,
Tính_giá_vốn_món_chính,49,19,S49,Thuế,
Tính_giá_vốn_món_chính,50,1,A50,gia vị Cajun,
Tính_giá_vốn_món_chính,50,2,B50,G,
Tính_giá_vốn_món_chính,50,3,C50,15.0,
Tính_giá_vốn_món_chính,50,4,D50,7227.960165,=C50*'Danh_sách_gia_vị'!J55
Tính_giá_vốn_món_chính,50,11,K50,Ức gà,
Tính_giá_vốn_món_chính,50,12,L50,G,
Tính_giá_vốn_món_chính,50,13,M50,1000.0,
Tính_giá_vốn_món_chính,50,14,N50,70000,=M50*E12
Tính_giá_vốn_món_chính,51,1,A51,Tỏi băm + trang trí,
Tính_giá_vốn_món_chính,51,2,B51,G,
Tính_giá_vốn_món_chính,51,3,C51,20.0,
Tính_giá_vốn_món_chính,51,4,D51,1000,=C51*E17
Tính_giá_vốn_món_chính,51,11,K51,gia vị cà ri,
Tính_giá_vốn_món_chính,51,12,L51,G,
Tính_giá_vốn_món_chính,51,13,M51,15.0,
Tính_giá_vốn_món_chính,51,14,N51,3335.510204,=M51*'Danh_sách_gia_vị'!J83
Tính_giá_vốn_món_chính,52,1,A52,Giấy,
Tính_giá_vốn_món_chính,52,2,B52,tờ,
Tính_giá_vốn_món_chính,52,3,C52,6.0,
Tính_giá_vốn_món_chính,52,4,D52,1020,=C52*E6
Tính_giá_vốn_món_chính,52,11,K52,Tỏi băm + trang trí,
Tính_giá_vốn_món_chính,52,12,L52,G,
Tính_giá_vốn_món_chính,52,13,M52,20.0,
Tính_giá_vốn_món_chính,52,14,N52,1000,=M52*E17
Tính_giá_vốn_món_chính,53,1,A53,Bao tay,
Tính_giá_vốn_món_chính,53,2,B53,Cái,
Tính_giá_vốn_món_chính,53,3,C53,2.0,
Tính_giá_vốn_món_chính,53,4,D53,1840,=C53*E5
Tính_giá_vốn_món_chính,53,11,K53,Giấy,
Tính_giá_vốn_món_chính,53,12,L53,tờ,
Tính_giá_vốn_món_chính,53,13,M53,6.0,
Tính_giá_vốn_món_chính,53,14,N53,1020,=M53*E6
Tính_giá_vốn_món_chính,54,1,A54,Túi hút ,
Tính_giá_vốn_món_chính,54,2,B54,Cái,
Tính_giá_vốn_món_chính,54,3,C54,10.0,
Tính_giá_vốn_món_chính,54,4,D54,6500,=C54*E3
Tính_giá_vốn_món_chính,54,11,K54,Bao tay,
Tính_giá_vốn_món_chính,54,12,L54,Cái,
Tính_giá_vốn_món_chính,54,13,M54,2.0,
Tính_giá_vốn_món_chính,54,14,N54,1840,=M54*E5
Tính_giá_vốn_món_chính,55,1,A55,Dầu,
Tính_giá_vốn_món_chính,55,2,B55,G,
Tính_giá_vốn_món_chính,55,3,C55,20.0,
Tính_giá_vốn_món_chính,55,4,D55,1700,=C55*E4
Tính_giá_vốn_món_chính,55,11,K55,Túi hút ,
Tính_giá_vốn_món_chính,55,12,L55,Cái,
Tính_giá_vốn_món_chính,55,13,M55,10.0,
Tính_giá_vốn_món_chính,55,14,N55,6500,=M55*E3
Tính_giá_vốn_món_chính,56,1,A56,Phát sinh phụ,
Tính_giá_vốn_món_chính,56,2,B56,KG,
Tính_giá_vốn_món_chính,56,3,C56,1000.0,
Tính_giá_vốn_món_chính,56,4,D56,50000,=C56*E19
Tính_giá_vốn_món_chính,56,11,K56,Dầu,
Tính_giá_vốn_món_chính,56,12,L56,G,
Tính_giá_vốn_món_chính,56,13,M56,20.0,
Tính_giá_vốn_món_chính,56,14,N56,1700,=M56*E4
Tính_giá_vốn_món_chính,57,1,A57,Tem nhãn,
Tính_giá_vốn_món_chính,57,2,B57,Cái,
Tính_giá_vốn_món_chính,57,3,C57,10.0,
Tính_giá_vốn_món_chính,57,4,D57,7300,=C57*E20
Tính_giá_vốn_món_chính,57,11,K57,Phát sinh phụ,
Tính_giá_vốn_món_chính,57,12,L57,KG,
Tính_giá_vốn_món_chính,57,13,M57,1000.0,
Tính_giá_vốn_món_chính,57,14,N57,50000,=M57*E19
Tính_giá_vốn_món_chính,58,1,A58,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,58,2,B58,Gói,
Tính_giá_vốn_món_chính,58,3,C58,1.0,
Tính_giá_vốn_món_chính,58,4,D58,1800,=C58*E21
Tính_giá_vốn_món_chính,58,11,K58,Tem nhãn,
Tính_giá_vốn_món_chính,58,12,L58,Cái,
Tính_giá_vốn_món_chính,58,13,M58,10.0,
Tính_giá_vốn_món_chính,58,14,N58,7300,=M58*E20
Tính_giá_vốn_món_chính,59,1,A59,Tổng cộng,
Tính_giá_vốn_món_chính,59,4,D59,368387.9602,=SUM(D49:D58)
Tính_giá_vốn_món_chính,59,5,E59,36838.79602,=D59/10
Tính_giá_vốn_món_chính,59,6,F59,47890.43482,=E59*1.3
Tính_giá_vốn_món_chính,59,7,G59,50045.50439,=F59*1.045
Tính_giá_vốn_món_chính,59,8,H59,62257.56527,=F59*1.3
Tính_giá_vốn_món_chính,59,9,I59,65059.1557,=H59*1.045
Tính_giá_vốn_món_chính,59,11,K59,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,59,12,L59,Gói,
Tính_giá_vốn_món_chính,59,13,M59,1.0,
Tính_giá_vốn_món_chính,59,14,N59,1800,=M59*E21
Tính_giá_vốn_món_chính,60,11,K60,Tổng cộng,
Tính_giá_vốn_món_chính,60,14,N60,144495.5102,=SUM(N50:N59)
Tính_giá_vốn_món_chính,60,15,O60,14449.55102,=N60/10
Tính_giá_vốn_món_chính,60,16,P60,18784.41633,=O60*1.3
Tính_giá_vốn_món_chính,60,17,Q60,19629.71506,=P60*1.045
Tính_giá_vốn_món_chính,60,18,R60,24419.74122,=P60*1.3
Tính_giá_vốn_món_chính,60,19,S60,25518.62958,=R60*1.045
Tính_giá_vốn_món_chính,61,1,A61,Tôm gừng tỏi 1KG/10bich 100g,
Tính_giá_vốn_món_chính,61,2,B61,Đơn vị tính,
Tính_giá_vốn_món_chính,61,3,C61,Số lượng,
Tính_giá_vốn_món_chính,61,4,D61,Giá cost,
Tính_giá_vốn_món_chính,61,5,E61,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,61,6,F61,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,61,7,G61,Thuế,
Tính_giá_vốn_món_chính,61,8,H61,Giá bán lãi 30%,
Tính_giá_vốn_món_chính,61,9,I61,Thuế,
Tính_giá_vốn_món_chính,62,1,A62,Tôm,
Tính_giá_vốn_món_chính,62,2,B62,G,
Tính_giá_vốn_món_chính,62,3,C62,1000.0,
Tính_giá_vốn_món_chính,62,4,D62,400000,=C62*E10
Tính_giá_vốn_món_chính,62,11,K62,Cốt lết mè rang 1KG/10bich 100g,
Tính_giá_vốn_món_chính,62,12,L62,Đơn vị tính,
Tính_giá_vốn_món_chính,62,13,M62,Số lượng,
Tính_giá_vốn_món_chính,62,14,N62,Giá cost,
Tính_giá_vốn_món_chính,62,15,O62,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,62,16,P62,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,62,17,Q62,Thuế,
Tính_giá_vốn_món_chính,62,18,R62,Giá bán lãi 30%,
Tính_giá_vốn_món_chính,62,19,S62,Thuế,
Tính_giá_vốn_món_chính,63,1,A63,gia vị gừng tỏi,
Tính_giá_vốn_món_chính,63,2,B63,G,
Tính_giá_vốn_món_chính,63,3,C63,15.0,
Tính_giá_vốn_món_chính,63,4,D63,4383.380952,=C63*'Danh_sách_gia_vị'!J74
Tính_giá_vốn_món_chính,63,11,K63,Sườn cốt lết,
Tính_giá_vốn_món_chính,63,12,L63,G,
Tính_giá_vốn_món_chính,63,13,M63,1000.0,
Tính_giá_vốn_món_chính,63,14,N63,105000,=M63*E8
Tính_giá_vốn_món_chính,64,1,A64,Tỏi băm + trang trí,
Tính_giá_vốn_món_chính,64,2,B64,G,
Tính_giá_vốn_món_chính,64,3,C64,20.0,
Tính_giá_vốn_món_chính,64,4,D64,1000,=C64*E17
Tính_giá_vốn_món_chính,64,11,K64,gia vị mè rang,
Tính_giá_vốn_món_chính,64,12,L64,G,
Tính_giá_vốn_món_chính,64,13,M64,15.0,
Tính_giá_vốn_món_chính,64,14,N64,5140.790816,=M64*'Danh_sách_gia_vị'!J64
Tính_giá_vốn_món_chính,65,1,A65,Giấy,
Tính_giá_vốn_món_chính,65,2,B65,tờ,
Tính_giá_vốn_món_chính,65,3,C65,10.0,
Tính_giá_vốn_món_chính,65,4,D65,1700,=C65*E6
Tính_giá_vốn_món_chính,65,11,K65,Tỏi băm + trang trí,
Tính_giá_vốn_món_chính,65,12,L65,G,
Tính_giá_vốn_món_chính,65,13,M65,20.0,
Tính_giá_vốn_món_chính,65,14,N65,1000,=M65*E17
Tính_giá_vốn_món_chính,66,1,A66,Bao tay,
Tính_giá_vốn_món_chính,66,2,B66,Cái,
Tính_giá_vốn_món_chính,66,3,C66,2.0,
Tính_giá_vốn_món_chính,66,4,D66,1840,=C66*E5
Tính_giá_vốn_món_chính,66,11,K66,Giấy,
Tính_giá_vốn_món_chính,66,12,L66,tờ,
Tính_giá_vốn_món_chính,66,13,M66,6.0,
Tính_giá_vốn_món_chính,66,14,N66,1020,=M66*E6
Tính_giá_vốn_món_chính,67,1,A67,Túi hút ,
Tính_giá_vốn_món_chính,67,2,B67,Cái,
Tính_giá_vốn_món_chính,67,3,C67,10.0,
Tính_giá_vốn_món_chính,67,4,D67,6500,=C67*E3
Tính_giá_vốn_món_chính,67,11,K67,Bao tay,
Tính_giá_vốn_món_chính,67,12,L67,Cái,
Tính_giá_vốn_món_chính,67,13,M67,2.0,
Tính_giá_vốn_món_chính,67,14,N67,1840,=M67*E5
Tính_giá_vốn_món_chính,68,1,A68,Dầu,
Tính_giá_vốn_món_chính,68,2,B68,G,
Tính_giá_vốn_món_chính,68,3,C68,20.0,
Tính_giá_vốn_món_chính,68,4,D68,1700,=C68*E4
Tính_giá_vốn_món_chính,68,11,K68,Túi hút ,
Tính_giá_vốn_món_chính,68,12,L68,Cái,
Tính_giá_vốn_món_chính,68,13,M68,10.0,
Tính_giá_vốn_món_chính,68,14,N68,6500,=M68*E3
Tính_giá_vốn_món_chính,69,1,A69,Phát sinh phụ khác ước tính,
Tính_giá_vốn_món_chính,69,2,B69,KG,
Tính_giá_vốn_món_chính,69,3,C69,1000.0,
Tính_giá_vốn_món_chính,69,4,D69,50000,=C69*E19
Tính_giá_vốn_món_chính,69,11,K69,Dầu,
Tính_giá_vốn_món_chính,69,12,L69,G,
Tính_giá_vốn_món_chính,69,13,M69,20.0,
Tính_giá_vốn_món_chính,69,14,N69,1700,=M69*E4
Tính_giá_vốn_món_chính,70,1,A70,Tem nhãn,
Tính_giá_vốn_món_chính,70,2,B70,Cái,
Tính_giá_vốn_món_chính,70,3,C70,10.0,
Tính_giá_vốn_món_chính,70,4,D70,7300,=C70*E20
Tính_giá_vốn_món_chính,70,11,K70,Phát sinh phụ,
Tính_giá_vốn_món_chính,70,12,L70,KG,
Tính_giá_vốn_món_chính,70,13,M70,1000.0,
Tính_giá_vốn_món_chính,70,14,N70,50000,=M70*E19
Tính_giá_vốn_món_chính,71,1,A71,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,71,2,B71,Gói,
Tính_giá_vốn_món_chính,71,3,C71,1.0,
Tính_giá_vốn_món_chính,71,4,D71,1800,=C71*E21
Tính_giá_vốn_món_chính,71,11,K71,Tem nhãn,
Tính_giá_vốn_món_chính,71,12,L71,Cái,
Tính_giá_vốn_món_chính,71,13,M71,10.0,
Tính_giá_vốn_món_chính,71,14,N71,7300,=M71*E20
Tính_giá_vốn_món_chính,72,1,A72,Tổng cộng,
Tính_giá_vốn_món_chính,72,4,D72,476223.381,=SUM(D62:D71)
Tính_giá_vốn_món_chính,72,5,E72,47622.3381,=D72/10
Tính_giá_vốn_món_chính,72,6,F72,61909.03952,=E72*1.3
Tính_giá_vốn_món_chính,72,7,G72,64694.9463,=F72*1.045
Tính_giá_vốn_món_chính,72,8,H72,80481.75138,=F72*1.3
Tính_giá_vốn_món_chính,72,9,I72,84103.43019,=H72*1.045
Tính_giá_vốn_món_chính,72,11,K72,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,72,12,L72,Gói,
Tính_giá_vốn_món_chính,72,13,M72,1.0,
Tính_giá_vốn_món_chính,72,14,N72,1800,=M72*E21
Tính_giá_vốn_món_chính,73,1,A73,Tôm cajun KG/10bich 100g,
Tính_giá_vốn_món_chính,73,2,B73,Đơn vị tính,
Tính_giá_vốn_món_chính,73,3,C73,Số lượng,
Tính_giá_vốn_món_chính,73,4,D73,Giá cost,
Tính_giá_vốn_món_chính,73,5,E73,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,73,6,F73,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,73,7,G73,Thuế,
Tính_giá_vốn_món_chính,73,8,H73,Giá bán lãi 30%,
Tính_giá_vốn_món_chính,73,9,I73,Thuế,
Tính_giá_vốn_món_chính,73,11,K73,Tổng cộng,
Tính_giá_vốn_món_chính,73,14,N73,181300.7908,=SUM(N63:N72)
Tính_giá_vốn_món_chính,73,15,O73,18130.07908,=N73/10
Tính_giá_vốn_món_chính,73,16,P73,23569.10281,=O73*1.3
Tính_giá_vốn_món_chính,73,17,Q73,24629.71243,=P73*1.045
Tính_giá_vốn_món_chính,73,18,R73,30639.83365,=P73*1.3
Tính_giá_vốn_món_chính,73,19,S73,32018.62616,=R73*1.045
Tính_giá_vốn_món_chính,74,1,A74,Tôm,
Tính_giá_vốn_món_chính,74,2,B74,G,
Tính_giá_vốn_món_chính,74,3,C74,1000.0,
Tính_giá_vốn_món_chính,74,4,D74,400000,=C74*E10
Tính_giá_vốn_món_chính,74,11,K74,Cốt lết gừng tỏi 1KG/10bich 100g,
Tính_giá_vốn_món_chính,74,12,L74,Đơn vị tính,
Tính_giá_vốn_món_chính,74,13,M74,Số lượng,
Tính_giá_vốn_món_chính,74,14,N74,Giá cost,
Tính_giá_vốn_món_chính,74,15,O74,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,74,16,P74,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,74,17,Q74,Thuế,
Tính_giá_vốn_món_chính,74,18,R74,Giá bán lãi 30%,
Tính_giá_vốn_món_chính,74,19,S74,Thuế,
Tính_giá_vốn_món_chính,75,1,A75,gia vị Cajun,
Tính_giá_vốn_món_chính,75,2,B75,G,
Tính_giá_vốn_món_chính,75,3,C75,15.0,
Tính_giá_vốn_món_chính,75,4,D75,7227.960165,=C75*'Danh_sách_gia_vị'!J55
Tính_giá_vốn_món_chính,75,11,K75,Sườn cốt lết,
Tính_giá_vốn_món_chính,75,12,L75,G,
Tính_giá_vốn_món_chính,75,13,M75,1000.0,
Tính_giá_vốn_món_chính,75,14,N75,105000,=M75*E8
Tính_giá_vốn_món_chính,76,1,A76,Tỏi băm + trang trí,
Tính_giá_vốn_món_chính,76,2,B76,G,
Tính_giá_vốn_món_chính,76,3,C76,20.0,
Tính_giá_vốn_món_chính,76,4,D76,1000,=C76*E17
Tính_giá_vốn_món_chính,76,11,K76,gia vị gừng tỏi,
Tính_giá_vốn_món_chính,76,12,L76,G,
Tính_giá_vốn_món_chính,76,13,M76,15.0,
Tính_giá_vốn_món_chính,76,14,N76,4383.380952,=M76*'Danh_sách_gia_vị'!J74
Tính_giá_vốn_món_chính,77,1,A77,Giấy,
Tính_giá_vốn_món_chính,77,2,B77,tờ,
Tính_giá_vốn_món_chính,77,3,C77,10.0,
Tính_giá_vốn_món_chính,77,4,D77,1700,=C77*E6
Tính_giá_vốn_món_chính,77,11,K77,Tỏi băm + trang trí,
Tính_giá_vốn_món_chính,77,12,L77,G,
Tính_giá_vốn_món_chính,77,13,M77,20.0,
Tính_giá_vốn_món_chính,77,14,N77,1000,=M77*E17
Tính_giá_vốn_món_chính,78,1,A78,Bao tay,
Tính_giá_vốn_món_chính,78,2,B78,Cái,
Tính_giá_vốn_món_chính,78,3,C78,2.0,
Tính_giá_vốn_món_chính,78,4,D78,1840,=C78*E5
Tính_giá_vốn_món_chính,78,11,K78,Giấy,
Tính_giá_vốn_món_chính,78,12,L78,tờ,
Tính_giá_vốn_món_chính,78,13,M78,6.0,
Tính_giá_vốn_món_chính,78,14,N78,1020,=M78*E6
Tính_giá_vốn_món_chính,79,1,A79,Túi hút ,
Tính_giá_vốn_món_chính,79,2,B79,Cái,
Tính_giá_vốn_món_chính,79,3,C79,10.0,
Tính_giá_vốn_món_chính,79,4,D79,6500,=C79*E3
Tính_giá_vốn_món_chính,79,11,K79,Bao tay,
Tính_giá_vốn_món_chính,79,12,L79,Cái,
Tính_giá_vốn_món_chính,79,13,M79,2.0,
Tính_giá_vốn_món_chính,79,14,N79,1840,=M79*E5
Tính_giá_vốn_món_chính,80,1,A80,Dầu,
Tính_giá_vốn_món_chính,80,2,B80,G,
Tính_giá_vốn_món_chính,80,3,C80,20.0,
Tính_giá_vốn_món_chính,80,4,D80,1700,=C80*E4
Tính_giá_vốn_món_chính,80,11,K80,Túi hút ,
Tính_giá_vốn_món_chính,80,12,L80,Cái,
Tính_giá_vốn_món_chính,80,13,M80,10.0,
Tính_giá_vốn_món_chính,80,14,N80,6500,=M80*E3
Tính_giá_vốn_món_chính,81,1,A81,Phát sinh phụ khác ước tính,
Tính_giá_vốn_món_chính,81,2,B81,KG,
Tính_giá_vốn_món_chính,81,3,C81,1000.0,
Tính_giá_vốn_món_chính,81,4,D81,50000,=C81*E19
Tính_giá_vốn_món_chính,81,11,K81,Dầu,
Tính_giá_vốn_món_chính,81,12,L81,G,
Tính_giá_vốn_món_chính,81,13,M81,20.0,
Tính_giá_vốn_món_chính,81,14,N81,1700,=M81*E4
Tính_giá_vốn_món_chính,82,1,A82,Tem nhãn,
Tính_giá_vốn_món_chính,82,2,B82,Cái,
Tính_giá_vốn_món_chính,82,3,C82,10.0,
Tính_giá_vốn_món_chính,82,4,D82,7300,=C82*E20
Tính_giá_vốn_món_chính,82,11,K82,Phát sinh phụ,
Tính_giá_vốn_món_chính,82,12,L82,KG,
Tính_giá_vốn_món_chính,82,13,M82,1000.0,
Tính_giá_vốn_món_chính,82,14,N82,50000,=M82*E19
Tính_giá_vốn_món_chính,83,1,A83,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,83,2,B83,Gói,
Tính_giá_vốn_món_chính,83,3,C83,1.0,
Tính_giá_vốn_món_chính,83,4,D83,1800,=C83*E21
Tính_giá_vốn_món_chính,83,11,K83,Tem nhãn,
Tính_giá_vốn_món_chính,83,12,L83,Cái,
Tính_giá_vốn_món_chính,83,13,M83,10.0,
Tính_giá_vốn_món_chính,83,14,N83,7300,=M83*E20
Tính_giá_vốn_món_chính,84,1,A84,Tổng cộng,
Tính_giá_vốn_món_chính,84,4,D84,479067.9602,=SUM(D74:D83)
Tính_giá_vốn_món_chính,84,5,E84,47906.79602,=D84/10
Tính_giá_vốn_món_chính,84,6,F84,62278.83482,=E84*1.3
Tính_giá_vốn_món_chính,84,7,G84,65081.38239,=F84*1.045
Tính_giá_vốn_món_chính,84,8,H84,80962.48527,=F84*1.3
Tính_giá_vốn_món_chính,84,9,I84,84605.7971,=H84*1.045
Tính_giá_vốn_món_chính,84,11,K84,Túi giữ nhiệt,
Tính_giá_vốn_món_chính,84,12,L84,Gói,
Tính_giá_vốn_món_chính,84,13,M84,1.0,
Tính_giá_vốn_món_chính,84,14,N84,1800,=M84*E21
Tính_giá_vốn_món_chính,85,11,K85,Tổng cộng,
Tính_giá_vốn_món_chính,85,14,N85,180543.381,=SUM(N75:N84)
Tính_giá_vốn_món_chính,85,15,O85,18054.3381,=N85/10
Tính_giá_vốn_món_chính,85,16,P85,23470.63952,=O85*1.3
Tính_giá_vốn_món_chính,85,17,Q85,24526.8183,=P85*1.045
Tính_giá_vốn_món_chính,85,18,R85,30511.83138,=P85*1.3
Tính_giá_vốn_món_chính,85,19,S85,31884.86379,=R85*1.045
Tính_giá_vốn_món_chính,86,1,A86,Cá thu cà ri KG/10bich 100g,
Tính_giá_vốn_món_chính,86,2,B86,Đơn vị tính,
Tính_giá_vốn_món_chính,86,3,C86,Số lượng,
Tính_giá_vốn_món_chính,86,4,D86,Giá cost,
Tính_giá_vốn_món_chính,86,5,E86,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,86,6,F86,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,86,7,G86,Thuế,
Tính_giá_vốn_món_chính,86,8,H86,Giá bán lãi 30%,
Tính_giá_vốn_món_chính,86,9,I86,Thuế,
Tính_giá_vốn_món_chính,86,11,K86,Nạt heo sả nghệ 1KG/10bich 100g,
Tính_giá_vốn_món_chính,86,12,L86,Đơn vị tính,
Tính_giá_vốn_món_chính,86,13,M86,Số lượng,
Tính_giá_vốn_món_chính,86,14,N86,Giá cost,
Tính_giá_vốn_món_chính,86,15,O86,Cost của 100g hoàn chỉnh,
Tính_giá_vốn_món_chính,86,16,P86,Giá sỉ lãi 30%,
Tính_giá_vốn_món_chính,86,17,Q86,Thuế,
Tính_giá_vốn_món_chính,86,18,R86,Giá bán lãi 30%,
Tính_giá_vốn_món_chính,86,19,S86,Thuế,
Tính_giá_vốn_món_chính,87,1,A87,Cá thu,
Tính_giá_vốn_món_chính,87,2,B87,G,
Tính_giá_vốn_món_chính,87,3,C87,1000.0,
Tính_giá_vốn_món_chính,87,4,D87,200000,=C87*E11
Tính_giá_vốn_món_chính,87,11,K87,Nạt heo,
Tính_giá_vốn_món_chính,87,12,L87,G,
Tính_giá_vốn_món_chính,87,13,M87,1000.0,
Tính_giá_vốn_món_chính,87,14,N87,105000,=M87*E9
Tính_giá_vốn_món_chính,88,1,A88,gia vị Cajun,
Tính_giá_vốn_món_chính,88,2,B88,G,
Tính_giá_vốn_món_chính,88,3,C88,15.0,
Tính_giá_vốn_món_chính,88,4,D88,7227.960165,=C88*'Danh_sách_gia_vị'!J55
Tính_giá_vốn_món_chính,88,11,K88,gia vị sả nghệ,
Tính_giá_vốn_món_chính,88,12,L88,G,
Tính_giá_vốn_món_chính,88,13,M88,15.0,
Tính_giá_vốn_món_chính,88,14,N88,5748.958333,=M88*'Danh_sách_gia_vị'!J31
Tính_giá_vốn_món_chính,89,1,A89,Tỏi băm + trang trí,
Tính_giá_vốn_món_chính,89,2,B89,G,
Tính_giá_vốn_món_chính,89,3,C89,20.0,
Tính_giá_vốn_món_chính,89,4,D89,1000,=C89*E17
Tính_giá_vốn_món_chính,89,11,K89,Tỏi băm + trang trí,
